tconst	directors	writers
tt0004037	nm0603050	nm0019255,nm0923760,nm0935488
tt0004038	nm0127511	nm0446189
tt0004039	nm0043018	\N
tt0004040	nm0717468	\N
tt0004041	nm0169871	nm0169871
tt0004042	nm0119138	\N
tt0004043	nm0569261	nm0035854,nm0594594,nm0365723
tt0004044	nm0698839	\N
tt0004045	nm0127511	nm0666662
tt0004046	nm0717468	nm0661844
tt0004047	nm0803705	nm0528064
tt0004048	nm0624714	nm0624714
tt0004049	nm0024464	nm0000636
tt0004050	\N	\N
tt0004051	nm0949648	\N
tt0004052	nm0540575,nm0403636,nm0391847,nm0569645,nm0897085,nm0204724	nm0163937,nm1145098,nm0201405,nm1672198,nm0860052
tt0004053	nm0202720	nm1977140
tt0004054	nm0408433	nm0078442,nm0094563
tt0004055	nm0717468	nm0717468
tt0004056	nm0250480	nm0736251
tt0004057	nm0692105	nm0103597,nm0681933
tt0004058	nm5177136	nm5177136
tt0004059	nm0566933	nm0286379
tt0004060	nm0048478	nm0612348
tt0004061	nm0325448	\N
tt0004062	nm0132324	nm0132324,nm0569805
tt0004063	nm0681151	nm0379764
tt0004064	nm0784407	\N
tt0004065	nm0111753	nm0238714
tt0004066	nm0159725	nm0159725,nm0803842
tt0004067	nm0127511	nm0357028
tt0004068	nm0339765	\N
tt0004069	nm0208657	nm0661844
tt0004070	\N	\N
tt0004071	nm0208657	nm0151606
tt0004072	nm0187981	nm0852022
tt0004073	nm0339765	\N
tt0004074	nm0784407	nm0000122
tt0004075	\N	\N
tt0004076	nm0043018	\N
tt0004077	nm0208657	nm0206755,nm0711276
tt0004078	nm0002061	nm0201599,nm0822627
tt0004079	nm0187981	\N
tt0004080	nm0806565	\N
tt0004081	nm0883920	nm0518833
tt0004083	nm0339765	nm0445856
tt0004084	nm0637507	\N
tt0004085	nm0111753	nm0002771,nm0827937
tt0004086	nm0316794	nm0397313,nm0821287
tt0004087	nm0169871	nm0169871
tt0004088	nm0250480	\N
tt0004089	nm0339765	nm0518844
tt0004090	\N	nm0309567
tt0004091	nm0629589	nm0000122,nm0404327
tt0004092	nm0132324	nm0132324,nm0193617
tt0004093	nm0250480	\N
tt0004094	nm0942917	\N
tt0004095	\N	\N
tt0004096	nm0154184	nm0154184
tt0004097	nm0288616	nm0383368
tt0004098	nm0111753	nm0871879
tt0004099	nm0531759	nm0000875
tt0004100	nm0000122	nm0000122
tt0004101	nm0000122	nm0000122
tt0004102	nm0000122	nm0000122
tt0004103	nm0909825	nm0809834
tt0004104	nm0614879,nm0043018	\N
tt0004105	nm0504353	\N
tt0004106	nm0227020	\N
tt0004107	nm0784407	\N
tt0004108	nm0000122	nm0000122
tt0004109	nm0803705	nm0076642
tt0004110	nm0043018,nm0614879	\N
tt0004111	nm0339765	\N
tt0004112	nm0674398	nm0674398
tt0004114	nm0720862	\N
tt0004115	nm0048478	nm0085865
tt0004116	nm0245385	nm0744504
tt0004117	nm0085133	nm0234906
tt0004118	nm0041858,nm0276578	nm0250989
tt0004119	nm0245385	nm0534259
tt0004120	nm0012317	nm0666662
tt0004121	nm0576901	nm0236279,nm0652650,nm7402155
tt0004123	nm0130797	nm0730039
tt0004124	nm0408436	nm0837989
tt0004125	nm0641967	nm0338708,nm0543122
tt0004126	nm0455544,nm0922304	nm0370271,nm0442040,nm0455544
tt0004127	nm0454535	\N
tt0004128	nm0153713	\N
tt0004129	nm0823088	nm0823088
tt0004130	\N	\N
tt0004131	nm0127511	nm0002616
tt0004132	nm0730018	\N
tt0004133	nm0926190	nm0926190
tt0004134	nm0916665	nm0916665
tt0004135	nm0803705	\N
tt0004136	nm0937628	nm5293281
tt0004137	nm0137407	nm0150292
tt0004138	nm0002061	nm0201599,nm0822627
tt0004139	nm0334918	nm0929808
tt0004140	nm0531940	nm0728519,nm0923495
tt0004141	nm0773303	nm0773303
tt0004142	nm0639631	nm0329039
tt0004143	nm0066734	nm0431914
tt0004144	nm0132324	nm0132324,nm0193617
tt0004145	nm0339765	\N
tt0004146	nm0629589	\N
tt0004147	nm0002061	nm0422065
tt0004149	nm0130797	\N
tt0004150	nm0193327	nm0193327
tt0004151	nm0069373	nm0093113
tt0004152	nm0205986	nm0205986
tt0004153	nm0366586	nm0408436,nm0837989
tt0004154	nm0000779	\N
tt0004155	nm0206619,nm0923603	nm0454562
tt0004156	nm0693516	nm0304098
tt0004157	nm0922304	nm0818080
tt0004158	nm0002061	\N
tt0004159	\N	nm0001908
tt0004160	nm0926190	nm0926190
tt0004161	nm0717468	\N
tt0004162	nm0868114	nm0868114
tt0004163	nm0577654	\N
tt0004164	\N	nm0534073
tt0004165	nm0806565	\N
tt0004166	nm0002061	nm0822627
tt0004167	nm0269265	nm0111576
tt0004168	nm0532622	\N
tt0004169	\N	nm0353584,nm0560785
tt0004170	\N	nm0933162
tt0004171	nm0334918	nm0166777
tt0004172	nm0154184	nm0370271
tt0004173	nm0796657	nm0818080
tt0004174	nm0594291	nm0377958
tt0004175	nm0098376,nm0370746	nm0048512,nm0518711
tt0004176	nm0111753	nm0139324
tt0004177	\N	\N
tt0004178	\N	nm0662462
tt0004179	nm0601190	nm0509478,nm0518840
tt0004180	nm0853336	\N
tt0004181	nm0000428	nm0017701,nm0000428,nm1106102,nm0940488
tt0004182	nm0858501,nm0695466,nm0410271	nm0476502,nm0562892,nm0801737
tt0004184	\N	nm0225653
tt0004185	nm0488932	\N
tt0004186	nm0254076	nm0518844
tt0004187	\N	\N
tt0004188	nm0227020	nm0118329,nm0227062
tt0004189	nm0499883	nm0499883,nm0000122
tt0004190	nm0083249	\N
tt0004191	\N	\N
tt0004192	\N	\N
tt0004193	nm0205601	nm0428734
tt0004194	nm0784407	nm0000122
tt0004195	nm0159654	nm0561164
tt0004196	nm0306723	nm0306723,nm0866243
tt0004197	nm0491503	nm0433671,nm0943285
tt0004198	nm0803705	nm0528064
tt0004199	nm0002031	nm0417905,nm0562892
tt0004200	nm0652650	nm0652650
tt0004201	nm0636076	nm0564946
tt0004202	nm0806565	\N
tt0004204	nm0245385	nm0245385
tt0004205	\N	\N
tt0004207	nm0531759	nm0000875
tt0004208	nm0002177	\N
tt0004209	nm0402489,nm0408436	nm0837989
tt0004210	nm0000122	\N
tt0004211	nm0643138	nm0263912
tt0004212	nm0000779	\N
tt0004213	nm0107543	nm0107543,nm0249772,nm0902731
tt0004214	\N	nm0391963,nm0694718
tt0004215	\N	\N
tt0004216	nm0334918,nm0931031	nm0433165,nm0931031
tt0004217	nm0127511	nm0002616
tt0004218	nm0550220	nm0550220
tt0004219	nm0376396	\N
tt0004220	nm0245385	nm0534221
tt0004221	\N	\N
tt0004222	\N	\N
tt0004223	nm0127511,nm0909825	nm0940488,nm0909825
tt0004224	nm0250053	nm0039718,nm0189291
tt0004225	nm0853193	nm0853193
tt0004226	\N	nm0355030,nm0931989
tt0004227	nm0208657	\N
tt0004228	nm0132324	nm0929808
tt0004229	nm0408433	nm0408433,nm0886724
tt0004230	nm0063612	\N
tt0004231	nm0345217,nm0813682	nm0345217
tt0004232	nm0641967	nm0458691,nm0641967
tt0004233	nm0208657	\N
tt0004234	nm0836316	nm0103597,nm0103645
tt0004235	nm0187981	\N
tt0004236	nm0694534	nm0689638
tt0004237	\N	\N
tt0004238	nm0861527	nm0122364
tt0004239	nm0205601	nm0683115
tt0004240	\N	\N
tt0004241	nm0339765	nm0518844
tt0004242	nm0242139	nm1287971
tt0004243	nm0784407	\N
tt0004244	nm0507150	nm0672540
tt0004245	nm0334918	nm0934979
tt0004246	nm0806565	\N
tt0004247	nm0111753	nm0171421
tt0004248	nm0861002	\N
tt0004249	nm0949648	nm0205244,nm0949648
tt0004250	nm0250480	\N
tt0004251	nm0250480	\N
tt0004252	nm0132324	nm0166777,nm0801575
tt0004253	\N	\N
tt0004254	nm0456804	nm0067584,nm0001124
tt0004255	nm0132324	nm0132324
tt0004256	nm0002061	\N
tt0004257	nm0205986	nm0218489,nm0298080
tt0004258	nm0447636	nm0064600
tt0004259	nm0698839	\N
tt0004260	nm0000779	\N
tt0004261	nm0784407	\N
tt0004262	nm0636076	nm0085865
tt0004263	nm0193240	nm0215874
tt0004264	nm0205601	nm0934979
tt0004265	nm0048478	nm0564946
tt0004266	nm0717468	nm0193617,nm0821287
tt0004267	nm0941782	nm0309567
tt0004268	nm0000779	\N
tt0004269	nm0000779	\N
tt0004270	nm0679170,nm0813682	nm0679170
tt0004271	nm0159654	\N
tt0004272	nm0285643	nm0192062,nm0285643
tt0004273	nm0408433	nm0790263
tt0004274	nm0334918	nm0433165
tt0004275	nm0349785	nm0349785,nm0769091
tt0004276	nm0357872	nm0267638
tt0004277	nm0784407,nm0635667	nm0000122
tt0004278	nm0635667,nm0629589	\N
tt0004279	nm0635667	nm0635667
tt0004280	nm0784407	nm0000122,nm0635667
tt0004281	nm0784407	\N
tt0004282	nm0784407	nm0000122,nm0635667
tt0004283	nm0784407	\N
tt0004284	nm0635667	nm0000122,nm0499883
tt0004285	nm0281620	nm0281620,nm0445856
tt0004286	nm0531759	nm0000875
tt0004287	nm0066734	nm0502090
tt0004288	nm0499883	nm0381902
tt0004289	nm0002177	nm0156318,nm0810367
tt0004290	nm0063413	nm0063413,nm0070251
tt0004291	nm0085877	nm0205343
tt0004292	nm0102643	nm0157478
tt0004293	nm0717468	nm0661844
tt0004294	nm0001124	nm0001124,nm0850483,nm0933491
tt0004295	nm0373614	nm0244658,nm0881333
tt0004296	nm0594291	nm0594291
tt0004297	nm0172413	\N
tt0004298	nm0102643	nm0852862
tt0004299	nm0790348	nm0858812
tt0004300	nm0250480	nm0447636
tt0004301	nm0869665	nm0110394,nm0869665
tt0004302	nm0002177,nm0001124	nm0569805
tt0004303	nm0935488	nm0699539,nm0935488
tt0004304	nm0526226	nm0205244
tt0004305	nm0823088	nm0823088
tt0004306	nm0205986	nm0347320
tt0004307	nm0098376	nm0098376,nm0518711
tt0004308	nm0806565	\N
tt0004309	nm0130797	nm0824274
tt0004310	nm0551361	nm0713895
tt0004311	nm0000122	nm0000122
tt0004312	nm0002503	nm0002503
tt0004313	nm0502752	nm0502752,nm0933640
tt0004314	nm0001124,nm0002177	nm0073238,nm0169318
tt0004315	nm1282454	nm2233503
tt0004316	nm0511729	nm0511729
tt0004317	nm0442180	nm0490660
tt0004318	nm0806565	\N
tt0004319	nm0115450,nm0002503	nm0002503
tt0004320	nm0132324	nm0132324
tt0004321	nm1250355	nm0700406
tt0004322	nm0111753	nm0394408
tt0004323	nm0456804	nm0067584,nm0218489,nm0940488
tt0004324	nm0245385	nm0151606
tt0004325	nm0806565,nm0916665	nm0000636,nm0916665
tt0004326	\N	nm0384306
tt0004327	nm0594291	nm0594291,nm0721840
tt0004328	nm0137407	nm0476502,nm0894523
tt0004329	nm0403151	nm0193617
tt0004330	nm0102643	nm0519303
tt0004331	nm0193240	\N
tt0004332	nm0193240	\N
tt0004333	nm0594291	nm0168915
tt0004334	nm0007221,nm0301252	nm0871879
tt0004335	nm0408433	nm0078442,nm0237692,nm0408433
tt0004336	nm0360617	nm0518840,nm0569805
tt0004337	nm0085133	\N
tt0004338	nm0373614	nm0077278,nm0347058,nm0881333
tt0004339	nm0205601	nm0428734
tt0004340	\N	nm0368621
tt0004341	\N	\N
tt0004342	nm0524306	\N
tt0004343	nm0636076	nm0490163
tt0004344	nm0784407	\N
tt0004345	nm0345217	nm0345217
tt0004346	nm0949648	nm0299421,nm0949648
tt0004347	\N	\N
tt0004348	nm0504353	nm0174105,nm0504353
tt0004349	nm0593010	nm0593010
tt0004350	\N	\N
tt0004351	nm0349785	\N
tt0004352	nm0130797	\N
tt0004353	nm0127511	nm0243860
tt0004354	nm0007221,nm0301252	nm0728628
tt0004355	nm0869665	nm0329136,nm0869665
tt0004356	nm0853193	nm0853193
tt0004357	\N	\N
tt0004358	nm0639631	\N
tt0004359	nm0456804	nm0725845,nm0940488
tt0004360	nm0717468	nm0717468
tt0004361	nm0594291	nm0594291
tt0004362	nm0007221,nm0301252	nm0348348,nm0612348
tt0004363	nm0373614	nm0387551,nm0881333
tt0004364	nm0281620	nm0518844
tt0004365	nm0258197	nm0723340,nm0282252
tt0004366	nm0550220	\N
tt0004367	\N	nm0000590,nm0742334
tt0004368	nm0872868	\N
tt0004369	nm0949648	nm0078442,nm0767367
tt0004370	nm0007221,nm0301252	nm0402023
tt0004371	nm0621817	\N
tt0004372	nm0237713	nm0113224
tt0004373	\N	\N
tt0004374	nm0285643	nm0192062
tt0004375	nm0187981	nm0666662
tt0004376	nm0855912,nm0085133	nm0002042,nm0855912
tt0004377	nm2542573	\N
tt0004378	nm0713223	nm1348998
tt0004379	nm0562004	nm0562004
tt0004380	nm0553320	nm0531372
tt0004381	nm0330280	nm0205986
tt0004382	nm0119138	nm0387549
tt0004383	nm0601190	\N
tt0004384	nm0303120	nm0060654,nm0303120
tt0004385	nm0941388	\N
tt0004386	nm0102643	nm0894646
tt0004387	nm0390479	nm0003433,nm0903080
tt0004389	nm0819384	nm0819384
tt0004390	nm0061955	nm0903941
tt0004391	nm0107543	nm0668813
tt0004392	\N	nm0469345
tt0004393	nm0884171	\N
tt0004394	nm0237713	nm0078442
tt0004395	nm0000122	nm0000122
tt0004396	\N	\N
tt0004397	nm0187981	nm0809834
tt0004398	nm0205986	\N
tt0004399	nm0187981	nm0717281
tt0004400	\N	\N
tt0004401	nm0205601	nm0390818
tt0004402	nm0208657	\N
tt0004403	nm0858501	nm0858501
tt0004404	nm0881638	\N
tt0004405	nm0119138	nm1656292,nm0808403
tt0004406	nm0063413,nm0550220	nm0063413,nm0550220
tt0004407	nm0012416	\N
tt0004408	nm0784407	\N
tt0004409	nm0507150	nm0053820,nm0363147
tt0004410	nm0005717	\N
tt0004411	nm0830249	nm0830249,nm0637902
tt0004412	nm0205986	\N
tt0004413	nm0349785	nm0152165
tt0004414	nm0127511	nm0446189,nm0779480
tt0004415	nm0098376	nm0048512,nm0098376,nm0518711
tt0004416	nm0288616	nm0532697
tt0004417	nm0111753	nm0111753,nm0871879
tt0004418	nm0806565	\N
tt0004419	nm0806565	\N
tt0004420	nm0119138	nm3154137
tt0004421	nm0534259	\N
tt0004422	nm0069373	nm0206801,nm0550863,nm0612348
tt0004423	nm0639631	nm0666662,nm1176759
tt0004424	\N	\N
tt0004425	nm0111753	nm0871879
tt0004426	nm0588056	nm0408436
tt0004427	\N	\N
tt0004428	\N	\N
tt0004429	\N	\N
tt0004431	nm0130797	nm0870544
tt0004432	nm0205986	nm0205986
tt0004433	nm0373614	nm0397167,nm0881333
tt0004434	nm0002177,nm0210352,nm0001124,nm0373614	nm0810367
tt0004435	nm0877783	nm0122494,nm0916665
tt0004436	nm0569645	nm1672198
tt0004437	nm0205653	nm0743047
tt0004438	nm0296703	nm0296703,nm0000636
tt0004439	nm0130797	\N
tt0004440	nm0130797	nm0433165
tt0004441	\N	\N
tt0004442	nm0316794	nm0397313,nm0821287
tt0004443	nm0784407	\N
tt0004444	nm0066734	nm0113224
tt0004445	nm0334918	nm0929808
tt0004446	\N	\N
tt0004447	\N	\N
tt0004448	nm0447043	nm0446189
tt0004449	\N	\N
tt0004450	nm0624601	\N
tt0004451	nm0858501	nm0365723,nm0910021
tt0004452	nm0408433	nm0078442,nm0299421
tt0004453	\N	\N
tt0004454	nm0629589	\N
tt0004455	nm0717468	nm0669411
tt0004456	nm0707778	nm7615798,nm0707778
tt0004457	nm0531759	nm0000875
tt0004458	nm0359687	nm0405219
tt0004459	nm0923603,nm0923594	\N
tt0004460	nm0111753	nm0871879
tt0004461	\N	nm0809834
tt0004463	nm0339765	nm0518840
tt0004465	nm0309163,nm0533289	nm0323766,nm0225458,nm0782707,nm0589616
tt0004466	nm0636076	nm0121291
tt0004467	nm0250480	\N
tt0004468	nm0285643	nm0192062
tt0004469	nm0309130	nm0309130
tt0004470	\N	nm0476502,nm0662272,nm0783629
tt0004471	nm0048478	nm0124909
tt0004472	nm0208657	\N
tt0004473	nm0869665	nm0635805,nm0689638
tt0004474	nm0130797	\N
tt0004475	nm0376396	\N
tt0004476	\N	\N
tt0004477	nm0026485	nm0026485
tt0004478	nm0048478	nm0048478,nm0193617
tt0004479	nm0339765	\N
tt0004480	nm0111753	nm0871879
tt0004481	nm0865601	nm0036298,nm0865601
tt0004482	nm0005717	nm0005717,nm0900293
tt0004483	nm0694534	nm0629884
tt0004484	\N	\N
tt0004485	\N	\N
tt0004486	nm0087250	\N
tt0004487	nm0102643	\N
tt0004488	nm0569261	nm0928204
tt0004489	nm0002061	nm0822627,nm0935763
tt0004490	\N	\N
tt0004491	nm0616729	nm0455645
tt0004492	nm0102643	nm0581683
tt0004493	nm0205986	nm0299052,nm0724397
tt0004494	nm0168503	\N
tt0004495	\N	\N
tt0004496	nm0923594,nm0923603	nm0908753
tt0004497	nm0250480	nm0298301
tt0004498	nm0339765	nm0518844
tt0004499	nm0000122	nm0000122
tt0004500	nm0748272	\N
tt0004501	nm0865601	nm0865601
tt0004502	nm0803705	nm0528064
tt0004503	nm0339765	nm0445856
tt0004504	nm0098376	nm0098376
tt0004505	nm0717468	\N
tt0004507	nm0280463	nm0172741
tt0004508	nm0102643	\N
tt0004509	nm0137407	nm0151310,nm0166718,nm0402060,nm0476502,nm0480372
tt0004510	nm0707095	\N
tt0004511	\N	nm0368621
tt0004512	nm0594291	nm0594291
tt0004513	nm0281620	nm0518844
tt0004514	nm0002177	nm0599800
tt0004515	nm0594291	nm0048512,nm0594291
tt0004516	nm0629589	\N
tt0004517	nm0127511	nm0666662
tt0004518	nm0000122	nm0000122
tt0004519	\N	\N
tt0004520	nm0001908	nm0001908
tt0004521	nm0001908	nm0001908
tt0004522	nm0861002	nm0331555,nm0861002
tt0004523	nm0736464	\N
tt0004524	nm0717468	nm0932328
tt0004525	nm0135052	nm0241416
tt0004526	nm0226992	nm0912399
tt0004527	nm0245385	nm0245385
tt0004528	\N	\N
tt0004529	nm0587929	nm0587929
tt0004530	nm0132324	nm0132324,nm0801575
tt0004531	nm0875869	nm0581682,nm0581683
tt0004532	nm0245385	nm0120272,nm0245385
tt0004533	nm0408433	nm0281125
tt0004534	nm0111753	nm0871879
tt0004535	nm0694534	nm0103597
tt0004536	nm0806565	\N
tt0004537	\N	nm0410331,nm0099105,nm0420198,nm0832719
tt0004538	nm0614395	nm0614395
tt0004539	nm0594291	nm1287902
tt0004540	nm0629589	\N
tt0004541	nm0041858	\N
tt0004542	\N	\N
tt0004543	nm0063413,nm0550220	nm0132147
tt0004544	nm0394524	nm0398464,nm0766828
tt0004545	nm0001124	nm0067584,nm0876445,nm0001124
tt0004546	nm0000122	nm0000122
tt0004547	nm0000779	\N
tt0004548	nm0247107	nm11255945
tt0004549	nm0237713	nm0113224
tt0004550	nm0499883,nm0784407	\N
tt0004551	nm0339765	\N
tt0004552	nm0254076	nm0518844
tt0004553	nm0830249	nm0511078,nm0536368,nm0830249,nm0943285
tt0004554	nm0111753	nm0666220
tt0004555	nm0631438,nm0376529	nm0035854,nm0366610
tt0004557	nm0132324	nm0132324,nm0607500
tt0004558	nm0531759	nm0206755,nm0426754
tt0004559	nm0187981	\N
tt0004560	nm0594291	nm0594291
tt0004561	nm0127511	nm0002616
tt0004562	nm0111753	nm0298513
tt0004563	nm0373614	nm0373614,nm0718158
tt0004564	nm0594291	nm0594291
tt0004565	nm0119138	nm0485882,nm0792246
tt0004566	nm0784407	\N
tt0004567	nm0403054	nm0662272
tt0004568	nm0639631	nm0666662,nm0938878
tt0004569	nm1282454	nm0683115
tt0004570	\N	\N
tt0004571	nm0550220	nm0550220
tt0004572	nm0865601	nm0865601
tt0004573	nm0533048	nm0652650
tt0004574	\N	nm0404980
tt0004575	nm0169871	nm0169871
tt0004576	nm0424530	nm0355555
tt0004577	nm0806565	\N
tt0004578	nm0806565	\N
tt0004579	nm0048838	\N
tt0004580	nm0408433	nm0078442
tt0004581	nm0577654	nm0452283
tt0004582	nm0875869	nm0326117,nm0581683
tt0004583	\N	\N
tt0004584	nm0533615	\N
tt0004585	nm0594291	nm0594291
tt0004586	nm0695466	nm0365723,nm0379764,nm0858501
tt0004587	nm0587929	\N
tt0004588	nm0822801	nm0166693,nm0408436
tt0004589	nm0132324	nm0801575
tt0004590	nm0000779	\N
tt0004591	nm0571760	nm0009257
tt0004592	nm0639631	\N
tt0004593	nm0861002	nm0057316
tt0004594	nm0168503	nm0661361
tt0004595	nm0519315	nm0336824,nm0779487
tt0004596	nm0456804	nm0243860,nm0809834
tt0004597	nm0813603	\N
tt0004598	nm0009257	nm0009257
tt0004599	nm0717468	\N
tt0004600	nm0127511	nm0127511,nm0002616
tt0004601	\N	\N
tt0004602	nm0717468	\N
tt0004603	nm0830249	nm0295843
tt0004604	nm0000779	\N
tt0004605	nm0245385	nm0888396
tt0004606	nm1868732	\N
tt0004607	nm0132324	nm0264286
tt0004608	nm0577654	nm0395023
tt0004609	nm0127511	\N
tt0004610	nm0001908	nm0001908
tt0004611	nm0651654	\N
tt0004612	nm0169871	nm0169871
tt0004613	nm0352726	nm0205343,nm0858501
tt0004614	\N	\N
tt0004615	nm0865601	nm0549891,nm0865601
tt0004616	nm0806565	\N
tt0004617	nm0587929	\N
tt0004618	nm0401967	nm0333862
tt0004619	nm0334918	\N
tt0004620	nm0456804	nm0940488
tt0004621	nm0002061	nm0822627
tt0004622	nm0533158	nm0139636,nm2405804
tt0004623	nm0717468	\N
tt0004624	nm0130797	\N
tt0004625	nm0806565,nm0916665	nm0916665
tt0004626	\N	\N
tt0004627	nm0861002	nm0139636
tt0004628	nm0861002,nm0692105	nm0672540
tt0004629	nm0130797	\N
tt0004630	nm0132324	nm0058849,nm0063492
tt0004631	\N	\N
tt0004632	nm0205653	nm0850483,nm0933491
tt0004633	nm0877783	nm0178126,nm0206755
tt0004634	nm0403151	nm0457275
tt0004635	nm0002177,nm0001124	nm0747409,nm0001124,nm0002177
tt0004636	nm0250053	nm0430910,nm0933026
tt0004637	nm0629589	nm0000122,nm0404327
tt0004638	nm0012317	nm0809834
tt0004639	nm0830249	\N
tt0004640	nm0132324	nm0058849,nm0193617
tt0004641	nm0784407	\N
tt0004642	nm0245385	nm0280003
tt0004643	nm0309130	nm0309130,nm0791217
tt0004644	nm0926190	nm0926190
tt0004645	nm0339765,nm0507264	nm0339765
tt0004646	nm0456804	nm0940488,nm0210352
tt0004647	nm0562004	nm0562004,nm0624601,nm0902120
tt0004648	nm0562004	nm0624601
tt0004649	nm0562004	nm0624601
tt0004650	nm0562004	nm0624601
tt0004651	nm0669260	nm0236279,nm0257385
tt0004652	nm0289797	\N
tt0004653	nm0550220	nm0550220
tt0004654	nm0285684,nm0692105	nm0285684,nm0689638
tt0004655	nm0127511	\N
tt0004656	nm0002061	nm0829044
tt0004657	nm0111753	nm0111531
tt0004658	nm0806565	\N
tt0004659	nm0000779	\N
tt0004660	nm0290822	nm0290822
tt0004661	nm0519315	\N
tt0004662	\N	\N
tt0004663	\N	\N
tt0004664	\N	\N
tt0004665	\N	\N
tt0004666	nm0454535	nm0683115
tt0004667	\N	\N
tt0004668	nm0483022	nm0103645
tt0004669	nm0339765	nm0445856
tt0004670	nm0784407	nm0000122,nm0784407
tt0004671	\N	\N
tt0004672	nm0339765	nm0518844
tt0004673	nm0187981	nm0809834
tt0004674	nm0639631	nm0446189
tt0004675	nm0806565	\N
tt0004676	nm0594291	nm0594291
tt0004677	nm0085133	\N
tt0004678	nm0339765	\N
tt0004679	nm0169871	nm0169871
tt0004681	nm0692105	nm0924842,nm0775976
tt0004682	nm0717468	nm0245385
tt0004683	nm0403151	nm0058849
tt0004684	nm0560785,nm0187006	nm0289787,nm0560785
tt0004685	nm0000779	\N
tt0004686	nm0187981	nm0377289
tt0004687	nm0000779	\N
tt0004688	nm0507150	nm0077056
tt0004690	nm0339765	nm0445856
tt0004691	nm0000779	\N
tt0004692	nm0000779	\N
tt0004693	nm0000122	nm0000122
tt0004694	nm0205653	nm0205653
tt0004695	nm0806961	nm0166693
tt0004696	nm0377053	nm0241416
tt0004698	nm0892185	nm0323325,nm0892185
tt0004699	nm0633605	nm0189405
tt0004700	nm0205653	nm0205653
tt0004701	nm0137407	nm0338708
tt0004702	nm0403151	nm0936738
tt0004703	\N	\N
tt0004704	nm0550220	nm0087658,nm0550220
tt0004706	nm0349785	nm0388795
tt0004707	nm0784407,nm0071658	nm0215874,nm0404327,nm0784407,nm1100197,nm0808086
tt0004708	nm0296193	\N
tt0004709	nm0334918	nm0166777
tt0004710	nm0269265	nm0445856
tt0004711	nm0359687	\N
tt0004712	nm0002031	nm0417905,nm0869321
tt0004713	\N	nm0402238
tt0004714	\N	\N
tt0004715	nm0784407	\N
tt0004716	nm0237713	nm0932614
tt0004717	nm0339765	\N
tt0004718	nm0005717	\N
tt0004719	nm0339765	nm0518844
tt0004720	nm0550220	nm0550220
tt0004721	nm0132324	nm0058849
tt0004722	nm0245385	nm0151606,nm0165470
tt0004723	nm0213108	nm0289073,nm0910021
tt0004724	nm0806565,nm0916665	nm0916665
tt0004725	nm0738109	nm0738109
tt0004726	nm0001908	nm0001908
tt0004727	nm0534288,nm0524306	nm0580648,nm0888539
tt0004728	nm0789748	nm0238900,nm0581683
tt0004729	\N	\N
tt0004730	nm0926190	nm0926190
tt0004731	nm0519315	\N
tt0004732	nm0926190	nm0926190
tt0004733	nm0800480	nm0131899,nm0305683,nm0800480
tt0004734	nm0276578	nm0165470,nm0847910
tt0004735	nm0281620	nm0309149
tt0004736	nm0000122,nm1802226	nm0000122
tt0004737	nm0011748	nm0011748
tt0004738	\N	nm0011748
tt0004739	nm0366586	nm0837989
tt0004740	nm0054977	nm0501872
tt0004741	\N	\N
tt0004742	nm0408433	nm0078442
tt0004743	nm0198523	nm0832952,nm0014571,nm0574737
tt0004744	nm0076786	\N
tt0004745	nm0111753	nm0502090
tt0004746	nm0130797	\N
tt0004747	nm0629589	\N
tt0004748	\N	\N
tt0004749	nm0551361	nm0198411
tt0004750	\N	\N
tt0004751	nm0245385	nm0178049,nm0245385
tt0004752	nm0447636	\N
tt0004753	nm0130797	nm0824274
tt0004754	nm0245385	nm0245385,nm0365774
tt0004755	\N	\N
tt0004756	nm0339765	\N
tt0004757	nm0098376	nm0518711,nm0048512
tt0004758	nm0597597	\N
tt0004759	nm0403054,nm0897085	nm0056339,nm0403054,nm0693323,nm0897085
tt0004760	nm0281620	nm0518844
tt0004761	nm0580197,nm0381178	nm0580197
tt0004762	nm0132324	nm0058849
tt0004763	nm0339765	nm0518844
tt0004764	nm0250480	nm0298301
tt0004765	\N	\N
tt0004766	nm0001124	nm0936644,nm0479052
tt0004767	nm0208657	nm0654575,nm0821287
tt0004768	\N	nm0298301
tt0004769	nm0316794	nm0408436,nm0818080
tt0004770	nm0717468	nm0580648
tt0004771	nm0327201	\N
tt0004772	\N	\N
tt0004773	\N	\N
tt0004774	nm0106898	nm0106898
tt0004775	nm0334918	nm1388010
tt0004776	nm0137407,nm0352461	nm0840218,nm0446189,nm0137407
tt0004777	nm0770846	\N
tt0004778	nm0205653	nm0693337
tt0004779	\N	\N
tt0004780	nm0187981	nm0809834
tt0004781	nm0285643	nm0192062,nm0285643
tt0004782	nm1250355	nm0480376
tt0004783	nm0000779	\N
tt0004784	nm0717468	nm0580648
tt0004785	nm0594291	nm0594291
tt0004786	nm0159654	\N
tt0004787	nm0806565	\N
tt0004788	nm0381936	nm0765104
tt0004789	\N	nm0919056
tt0004790	nm0806565	\N
tt0004791	nm0169871	nm0169871
tt0004792	nm0001124	nm0001124,nm0567346
tt0004793	nm0717468	nm0265023
tt0004794	nm0526226	\N
tt0004795	nm0250480	\N
tt0004796	\N	\N
tt0004797	nm0359687	nm0730813
tt0004798	nm0280463	\N
tt0004799	nm0403151	nm0838700
